Wall time,Step,Value
1724429478.053117,7119,-0.5837500691413879
1724429480.757031,7149,-1.851811408996582
1724429481.686046,7159,-1.8596150875091553
1724429482.563309,7169,-1.0812848806381226
1724429484.368245,7189,-1.4073797464370728
1724429485.3015108,7199,-0.79510897397995
1724429486.201921,7209,-1.770121693611145
1724429487.1238348,7219,-0.9123903512954712
1724429488.02969,7229,-0.5714938044548035
1724429488.9418082,7239,-1.1064327955245972
1724429489.832704,7249,-1.2823069095611572
1724429490.757685,7259,-1.2460094690322876
1724429491.6542919,7269,-0.7850733399391174
1724429493.4907799,7289,-1.655206322669983
1724429494.442933,7299,-1.2206838130950928
1724429495.3703969,7309,-0.8795265555381775
1724429496.296563,7319,-2.204681634902954
1724429497.241316,7329,-1.3194783926010132
1724429499.037853,7349,-1.2488415241241455
1724429499.893579,7359,-1.9548192024230957
1724429500.901097,7369,-0.9153353571891785
1724429501.9704058,7379,-1.7484725713729858
1724429503.035527,7389,-2.0167884826660156
1724429504.026689,7399,-1.2158650159835815
1724429504.9734552,7409,-2.1557300090789795
1724429505.882663,7419,-1.261305570602417
1724429506.81282,7429,-2.876655101776123
1724429507.695442,7439,-1.2325739860534668
1724429508.647398,7449,-1.939520001411438
1724429509.597335,7459,-1.8507746458053589
1724429510.504172,7469,-1.9518167972564697
1724429511.4401312,7479,-1.8330186605453491
1724429513.2277162,7499,-0.8648724555969238
1724429514.141972,7509,-1.560031771659851
1724429515.032373,7519,-1.2571465969085693
1724429515.9877179,7529,-1.2364284992218018
1724429516.845045,7539,-0.5584378838539124
1724429517.701691,7549,-0.6732224822044373
1724429518.629864,7559,-1.045764446258545
1724429519.582776,7569,-1.662007212638855
1724429522.2420008,7599,-0.8745851516723633
1724429523.107362,7609,-0.9549652338027954
1724429525.056112,7629,-1.8489731550216675
1724429525.985024,7639,-1.7759430408477783
1724429526.910731,7649,-0.9705566167831421
1724429527.813108,7659,-2.727696180343628
1724429528.740865,7669,-1.278954029083252
1724429529.655354,7679,-1.9911680221557617
1724429531.5018492,7699,-1.3761539459228516
1724429532.439447,7709,-1.0442994832992554
1724429533.391839,7719,-1.4000920057296753
1724429534.322403,7729,-1.0427446365356445
1724429535.227268,7739,-0.7258635759353638
1724429536.1918578,7749,-1.1684623956680298
1724429537.0767832,7759,-0.6190386414527893
1724429537.9408178,7769,-0.9276566505432129
1724429539.705142,7789,-0.515049397945404
1724429540.563154,7799,-1.5898171663284302
1724429541.493006,7809,-1.3998115062713623
1724429542.421058,7819,-1.4450161457061768
1724429543.373943,7829,-1.7004097700119019
1724429544.2737632,7839,-1.0159003734588623
1724429545.250926,7849,-0.8385812640190125
1724429546.154658,7859,-0.8398594856262207
1724429547.123053,7869,-0.6779817342758179
1724429548.005315,7879,-1.059505820274353
1724429548.9573991,7889,-1.9479912519454956
1724429549.862062,7899,-2.3427019119262695
1724429550.747576,7909,-1.5388861894607544
1724429551.6963258,7919,-1.0396537780761719
1724429552.629468,7929,-0.5629726052284241
1724429553.558632,7939,-0.7986153364181519
1724429554.433623,7949,-1.6887255907058716
1724429555.317376,7959,-1.5855274200439453
1724429556.247403,7969,-0.901232898235321
1724429557.105397,7979,-1.4836822748184204
1724429558.034552,7989,-1.233168125152588
1724429558.989419,7999,-1.538859486579895
1724429559.9407942,8009,-0.9934397339820862
