Wall time,Step,Value
1724428762.899414,9,1.183048129081726
1724428764.431904,19,0.7824317812919617
1724428767.339125,39,0.95756995677948
1724428770.245462,59,0.5592796802520752
1724428771.7041438,69,0.616759717464447
1724428773.1723342,79,0.7893970012664795
1724428774.654913,89,0.7418714761734009
1724428776.100172,99,0.6210020184516907
1724428777.550774,109,0.7894387245178223
1724428779.0004292,119,0.5626744627952576
1724428780.496087,129,0.6318711042404175
1724428781.958658,139,0.5197141766548157
1724428783.473273,149,0.4781530201435089
1724428785.0244339,159,0.5551430583000183
1724428786.589256,169,0.5945497751235962
1724428788.148264,179,0.7738144993782043
1724428789.6521862,189,0.37313544750213623
1724428791.1282592,199,0.96211838722229
1724428792.643973,209,0.406183123588562
1724428794.122133,219,0.47338297963142395
1724428795.605998,229,0.8057151436805725
1724428797.091606,239,0.4166574478149414
1724428798.578329,249,0.722572922706604
1724428800.0679529,259,0.47701728343963623
1724428803.2219079,279,0.5232175588607788
1724428807.772502,309,0.647704541683197
1724428809.317146,319,0.5519832372665405
1724428810.831869,329,0.6034542918205261
1724428812.352254,339,0.4856317639350891
1724428813.90861,349,0.4098511040210724
1724428816.9544919,369,0.30938804149627686
1724428818.5119739,379,0.7802284955978394
1724428820.088475,389,0.2503870129585266
1724428821.628607,399,0.3958708941936493
1724428823.159591,409,0.43225595355033875
1724428826.203202,429,0.3111394941806793
1724428827.7319229,439,0.6229027509689331
1724428829.2540019,449,0.7453417778015137
1724428830.782576,459,0.6717032790184021
1724428832.310242,469,0.7095306515693665
1724428833.8430321,479,0.6365712285041809
1724428837.10296,499,0.5529333353042603
1724428838.6909308,509,0.6675769686698914
1724428841.7795079,529,0.4123265743255615
1724428843.3316212,539,0.2152235209941864
1724428844.900759,549,0.7208375930786133
1724428846.594367,559,0.6448479294776917
1724428848.158357,569,0.6666943430900574
1724428849.7276402,579,0.6816117167472839
1724428852.823788,599,0.5142157077789307
1724428854.3667421,609,0.3904321491718292
1724428855.907082,619,1.0349552631378174
1724428857.4958029,629,0.7766581773757935
1724428859.046531,639,0.32325711846351624
1724428860.600755,649,0.605132520198822
1724428862.149778,659,0.4870283007621765
1724428863.701529,669,0.18708409368991852
1724428865.2491531,679,0.3999035060405731
1724428866.808031,689,0.11939699202775955
1724428868.360805,699,0.6539540886878967
1724428871.423713,719,0.2959997057914734
1724428872.983213,729,0.4164990782737732
1724428874.544791,739,0.6374839544296265
1724428876.08531,749,0.43224620819091797
1724428877.687977,759,0.6110330820083618
1724428879.187565,769,0.302887499332428
1724428880.6624541,779,0.42115673422813416
1724428882.231549,789,0.22911465167999268
1724428883.8866198,799,0.4399407207965851
1724428887.000648,819,0.30720606446266174
1724428888.574947,829,0.41814497113227844
1724428891.628834,849,0.41301214694976807
1724428893.064932,859,0.38129666447639465
1724428894.5887911,869,0.49039655923843384
1724428896.042068,879,0.09917635470628738
1724428897.5073311,889,0.3472443222999573
1724428898.947606,899,0.4694848358631134
1724428901.315605,919,0.05525015667080879
1724428902.784707,929,0.35184621810913086
1724428904.17473,939,0.29011839628219604
1724428905.705068,949,0.3307984173297882
1724428907.2111092,959,0.25397881865501404
1724428908.6571038,969,0.2999463975429535
1724428909.923242,979,0.19732075929641724
1724428912.4662,999,0.27412766218185425
1724428913.75918,1009,0.2843151092529297
1724428914.9439082,1019,0.19217906892299652
1724428916.124598,1029,0.2824537456035614
1724428917.149554,1039,0.3626255393028259
1724428918.303782,1049,-0.025286197662353516
1724428919.628438,1059,0.35682404041290283
1724428920.706785,1069,0.2529359757900238
1724428923.354552,1089,0.29043447971343994
1724428924.769165,1099,-0.02706329897046089
1724428925.84498,1109,0.1781691312789917
1724428926.9611452,1119,0.01093373168259859
1724428928.2357252,1129,0.3527524769306183
1724428929.4145799,1139,-0.014032132923603058
1724428930.503168,1149,0.45358750224113464
1724428931.568303,1159,0.17650054395198822
1724428932.829889,1169,0.20016758143901825
1724428933.993815,1179,0.28786444664001465
1724428935.24557,1189,0.2833421528339386
1724428936.3190532,1199,0.336738258600235
1724428937.417026,1209,0.1046467274427414
1724428938.54895,1219,0.15819187462329865
1724428939.6599848,1229,0.24346494674682617
1724428940.747359,1239,0.3569973111152649
1724428942.016671,1249,0.2015099674463272
1724428943.263829,1259,0.19728639721870422
1724428944.217847,1269,0.20741306245326996
1724428945.327001,1279,0.2612333297729492
1724428947.504416,1299,0.5724554657936096
1724428948.524045,1309,0.7795393466949463
1724428951.669332,1339,0.18783457577228546
1724428952.535143,1349,0.521363377571106
1724428954.576938,1369,0.2144826352596283
1724428955.576256,1379,0.13182459771633148
1724428957.575445,1399,0.3706229627132416
1724428959.6849332,1419,0.14833980798721313
1724428960.704855,1429,0.46146610379219055
1724428961.639381,1439,0.20690526068210602
1724428962.556117,1449,0.4984368681907654
1724428963.416862,1459,0.3892103433609009
1724428964.416448,1469,0.34907829761505127
