Wall time,Step,Value
1724252490.473244,9,1.6046113967895508
1724252492.484771,19,1.561084270477295
1724252496.645067,39,1.1347545385360718
1724252500.850734,59,1.0166655778884888
1724252502.953155,69,0.8408413529396057
1724252505.056445,79,1.626914143562317
1724252507.182482,89,2.045168399810791
1724252509.2820768,99,0.9953673481941223
1724252511.449041,109,0.836473286151886
1724252513.557038,119,0.5996066331863403
1724252515.702781,129,0.6468572616577148
1724252517.8271291,139,0.9574953317642212
1724252519.960912,149,1.2111939191818237
1724252522.071861,159,0.920446515083313
1724252524.187152,169,0.38595232367515564
1724252526.3146088,179,0.8855739831924438
1724252528.4403908,189,0.3630736470222473
1724252530.473675,199,1.4888304471969604
1724252532.602269,209,1.97624671459198
1724252534.674142,219,1.3384963274002075
1724252536.814353,229,0.626963198184967
1724252538.9639208,239,0.7393534779548645
1724252541.115259,249,0.4668272137641907
1724252543.171983,259,0.5413810014724731
1724252547.417233,279,0.6687381863594055
1724252553.908648,309,0.47094833850860596
1724252556.1586812,319,1.1354281902313232
1724252558.44803,329,0.6402022838592529
1724252560.6757262,339,0.39773741364479065
1724252562.820549,349,0.4792686104774475
1724252567.424083,369,0.3779042065143585
1724252569.588607,379,0.36535409092903137
1724252571.7254038,389,0.6363469362258911
1724252574.138845,399,0.8226627707481384
1724252576.340655,409,1.2500278949737549
1724252580.778097,429,0.4557691812515259
1724252582.9862342,439,0.6607798933982849
1724252585.295975,449,0.4536534547805786
1724252587.490211,459,0.2988400161266327
1724252589.532266,469,0.46858513355255127
1724252591.834704,479,0.3798190951347351
1724252595.708399,499,0.27724066376686096
1724252597.836194,509,0.3131198287010193
1724252602.2985651,529,0.43159255385398865
1724252604.251929,539,0.7070001363754272
1724252606.615468,549,0.7806022763252258
1724252608.303485,559,0.217937171459198
1724252610.6545,569,0.8383322358131409
1724252612.7827048,579,0.4360366761684418
1724252618.333209,599,0.33473241329193115
1724252620.350406,609,0.2909685969352722
1724252634.700371,619,0.6693053841590881
1724252636.625922,629,0.7604982256889343
1724252637.833687,639,0.3451361656188965
1724252639.0790558,649,0.7521032094955444
1724252639.974925,659,0.366771936416626
1724252640.896986,669,1.0111865997314453
1724252642.2067142,679,0.5549779534339905
1724252643.330797,689,0.4932090640068054
1724252644.25422,699,0.4786568880081177
1724252646.587643,719,0.5575962066650391
1724252647.3071098,729,0.6239573359489441
1724252648.212644,739,0.7050482034683228
1724252649.296739,749,0.9016183614730835
1724252650.232351,759,0.5597907304763794
1724252651.211085,769,0.39937523007392883
1724252651.879383,779,0.16338080167770386
1724252652.845941,789,0.8806095123291016
1724252653.860972,799,0.3863109350204468
1724252655.023686,819,0.8754299283027649
1724252655.547133,829,1.2281949520111084
1724252657.062363,849,0.7411422729492188
1724252657.956316,859,0.2067590206861496
1724252658.9056761,869,1.1442822217941284
1724252659.581217,879,0.5270898342132568
1724252660.380434,889,0.3697684705257416
1724252661.1173818,899,0.4717625379562378
1724252662.298623,919,0.3019450604915619
1724252662.9491389,929,0.5201952457427979
1724252663.508654,939,0.5457814335823059
1724252664.063992,949,0.5980237722396851
1724252664.949916,959,0.4107378125190735
1724252665.6545768,969,0.4709731638431549
1724252666.243377,979,0.9431788921356201
1724252667.911865,999,0.3143249750137329
1724252668.411882,1009,0.2830572724342346
1724252669.2786372,1019,0.4198076128959656
1724252670.02365,1029,0.33998361229896545
1724252670.832662,1039,0.33907395601272583
1724252671.583338,1049,0.9254176616668701
1724252672.234237,1059,7.560036659240723
1724252673.1044118,1069,0.3466680943965912
1724252674.576214,1089,0.41869109869003296
1724252675.359207,1099,0.7749621868133545
1724252676.3885372,1109,0.29512661695480347
1724252677.302513,1119,0.33905771374702454
1724252678.151247,1129,0.19996359944343567
1724252678.876694,1139,0.43375086784362793
1724252679.5479932,1149,0.22671768069267273
1724252680.4380858,1159,0.2083345353603363
1724252681.2306361,1169,0.6355099081993103
1724252682.205268,1179,0.9985955357551575
1724252683.030763,1189,0.41109418869018555
1724252683.9510112,1199,0.39513856172561646
1724252685.087784,1209,0.8426540493965149
1724252686.102894,1219,0.3365496098995209
1724252687.0680141,1229,0.2777854800224304
1724252688.0308611,1239,0.5551698803901672
1724252688.800373,1249,0.1958102583885193
1724252689.763171,1259,0.653813362121582
1724252690.819469,1269,0.2730521261692047
1724252691.77968,1279,0.7827240824699402
1724252694.258801,1299,0.21831126511096954
1724252695.164701,1309,0.21755506098270416
1724252698.170221,1339,0.592395007610321
1724252699.020988,1349,0.6950168609619141
1724252700.804457,1369,1.0074043273925781
1724252701.806962,1379,0.28509044647216797
1724252704.126305,1399,1.2003235816955566
1724252705.900104,1419,0.477591335773468
1724252706.636947,1429,1.1602152585983276
1724252707.454803,1439,0.31418976187705994
1724252708.428921,1449,1.0514426231384277
1724252709.478034,1459,0.27559781074523926
1724252710.906354,1469,0.2465682476758957
1724252712.952152,1489,0.3209402561187744
1724252713.8893938,1499,1.3337384462356567
1724252714.9054668,1509,0.27999547123908997
